Date,Review,Review Lemma,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative
3 de fevereiro de 2019,"Um ótimo abiente,muito bom atendimento, tequila ótima, musica muito divertida e um grande atendimento da Angelica!!!",bom abiente muito bom atendimento tequila ótimo musica muito divertido grande atendimento angelica,6,6_tequila_tequileiro_muito_bom,"['tequila', 'tequileiro', 'muito', 'bom', 'divertido', 'margarita', 'bem', 'ambiente', 'animar', 'comida']","['ambiente agradável atendente atencioso comer gostoso bom tequila aqui recomendar', 'lugar super animar descontrair muito bom comemorar lá amigo comida saboroso tequila música vivo show mariaches tequileiro', 'bom atendimento super indico gostar bom comida tequila direito tequileiro']",0.9647307395935059,0.012418922036886215,0.02285028249025345
3 de fevereiro de 2019,"Amei tudo ambiente encantador ...
O atendimento foi único me sentir mas que especial !!!!
Da recepção a cozinha a simpatia o carisma de todos ...
A comida com o sabor único as bebidas encanTa os olhos ....
Agradeço por fazerem minha noite mas que...Mais",ameir ambiente encantador atendimento único sentir especial recepção cozinha simpatia carisma comida sabor único bebida olho agradeço fazer noite mais,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.8766224384307861,0.050925228744745255,0.07245230674743652
3 de fevereiro de 2019,"Tudo perfeito como sempre . Ja conhecia o da Lagoa, porem o sistema emitiu pedidos diferenres do que foi solicitado e na hora de questionar os dois itens errados na conta desconfiaram. E tambem nao deram o desconto no couvert anunciado mas de resto o...Mais",perfeito sempre conhecer lagoa por sistema emitir pedido diferenr solicitar hora questionar item errar conta desconfiar tamber dar desconto anunciar resto mais,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.15495769679546356,0.12233581393957138,0.7227065563201904
3 de fevereiro de 2019,"Comida de qualidade, excelente experiência com a culinária mexicana.A decoração é um diferencial, os atendentes muito simpáticos  e atenciosos. 
Muito divertido para comemorações!!!",comida qualidade excelente experiência culinária decoração diferencial atendente muito simpático atencioso muito divertido comemoração,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9736927151679993,0.013922433368861675,0.012384898960590363
2 de fevereiro de 2019,"Sem palavras tudo perfeito!!!!

Foi eu e minha namorada desfrutar de todas as magnéticas comidas e bebidas q esse restaurante sensacional proporciona.............!

Obrigado a todos !!!
Espero volta mais vezes!!",palavra perfeito namorar desfrutar magnética comido bebida q restaurante sensacional proporcionar obrigar esperar volta mais vez,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.4282240867614746,0.04690375179052353,0.5248721241950989
2 de fevereiro de 2019,Top..melhor lugar..comida atendimento excelente incrível super recomendo. Divertindo bom pra curtir em familia e amigos,top bom lugar comer atendimento excelente incrível super recomer divertindo bom curtir familia amigo,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9638033509254456,0.019931362941861153,0.016265297308564186
2 de fevereiro de 2019,"Já vim varias vezes, e recomendo! Melhor restaurando mexicano. Comida boa e garçons atenciosos!!!!!!",já vir varia vez recomer bom restaurar mexicano comida bom garçom atencioso,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9767458438873291,0.013778002001345158,0.009476086124777794
1 de fevereiro de 2019,Eu e um grupo de amigas viemos comemorar a despedida e o aniversário de uma delas! Jorge muito simpático! O lugar é bizarramente caro mas muito bacana!,grupo amiga viemos comemorar despedida aniversário Jorge muito simpático lugar bizarramente caro muito bacano,3,3_aniversário_comemorar_amigo_muito,"['aniversário', 'comemorar', 'amigo', 'muito', 'bom', 'lugar', 'ambiente', 'amiga', 'mais', 'atendimento']","['bom local comemorar aniversário decoração muito bonito bom atendimento ambiente animar', 'comida maravilhoso ambiente atendimento muito agradável amigo comemorar aniversário super bem atendir', 'muito bom bom atendimento local perfeito comemorar aniversário amigo família']",0.2742728590965271,0.03616822883486748,0.6895589232444763
31 de janeiro de 2019,Comida boa e bom serviço. Sistema interessante de pedidos por um aplicativo em um ipad que fica na mesa. Recomendo!,comida bom bom serviço sistema interessante pedido aplicativo ipad ficar mesa recomendar,8,8_tablet_pedido_sistema_mesa,"['tablet', 'pedido', 'sistema', 'mesa', 'fazer', 'facilitar', 'atendimento', 'digital', 'muito', 'através']","['atendimento ótimo atração super divertido comida gostoso facilidade fazer pedido tablet mesa incrível', 'atendimento excelente pedido chegar rapidamente através sistema pedido tablet sempre mesa', 'ameir restaurante principalmente relação atendimento realizar pedido através tablet disposto mesa opção cardápio minuto pedido server não precisar chamar garçom bastar escolher pedido tablet registrar mais']",0.9569061994552612,0.017118122428655624,0.025975750759243965
31 de janeiro de 2019,"Ótimo lugar
Garçom chará
Lugar simpático
Boa musica
Ar condicionado 
Cerveja gelada
Comida quente 
Voltaremos",bom lugar garçom char lugar simpático bom musica ar condicionado cerveja gelar comer quente voltaremos,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.7930811643600464,0.07992453128099442,0.1269942969083786
29 de janeiro de 2019,"Pedi o combo que vem um pouco de tudo e estava excelente. A soda de limão siciliano também estava muito boa e a sobremesa de churros então, nem se fala.

O local é grande e animado. Na noite qye fui havia um trio de mariqachis....Mais",pedir combo vir pouco excelente soda limão siciliano também muito bom sobremesa churro então nem falar local grande animar noite haver trio mariqachi mais,-1,-1_muito_bem_bom_mais,"['muito', 'bem', 'bom', 'mais', 'lugar', 'animação', 'atendimento', 'comida', 'não', 'ambiente']","['ambiente bem animar comida muito bom além ter show mariachi passar cantar mesa restaurante tornar atmosfera lugar bem divertido ser jantar tentar não chegar muito tarde conseguir mais', 'comer excelente atendimento muito bom lugar super animar muito gostoso voltar sempre barra 🥰', 'ambiente muito bem decorado atendimento excelente cardápio ter opção pimenta muito gostoso divertido show mariachi tequileiro preço justo']",0.8946089148521423,0.06028347462415695,0.04510756582021713
28 de janeiro de 2019,"Restaurante climatizado, com boa comida e preço acessível. Bebidas de ótima qualidade é um clima de muito alto astral.",restaurante climatizar bom comida preço acessível bebida ótimo qualidade clima muito alto astral,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.8626307845115662,0.06446194648742676,0.07290726155042648
28 de janeiro de 2019,"Lugar ótimo muito animado e divertido recomendo a todos, muito aconchegante, ótimo para todas as ocasiões",lugar ótimo muito animar divertido recomer muito aconchegante bom ocasião,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9675279855728149,0.01593451388180256,0.016537437215447426
28 de janeiro de 2019,"Local ótimo , com comida excelente,música boa na verdade o lugar é tudo de bom. Parada obrigatória em Porto Alegres",local ótimo comida excelente música boo verdade lugar bom parada obrigatório Porto alegr,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.9638659358024597,0.018626796081662178,0.017507217824459076
28 de janeiro de 2019,"Excelente ambiente, atrações agradabilíssimas, comida saborosa com preço justo , bebidas variadas e atendimento ágil.",excelente ambiente atração agradabilíssima comida saboroso preço justo bebida variar atendimento ágil,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.9819678664207458,0.012753932736814022,0.0052781966514885426
27 de janeiro de 2019,Ótimo restaurante. Sempre muito animado e comida muito boa. Atendimento sempre bom. Ótimo ambiente e caraterístico um perfeito stile mexicano,bom restaurante sempre muito animar comer muito bom atendimento sempre bom bom ambiente caraterístico perfeito stile Mexicano,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9706078171730042,0.017401350662112236,0.011990796774625778
26 de janeiro de 2019,"Visitamos com nossos amigos, adoramos 😍 ambiente super agradável, comida mexicana deliciosa, lugar aconchegante, música boa ❤",visita amigo adoramos ambiente super agradável comida mexicano delicioso lugar aconchegante música bom,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9745752811431885,0.013769485987722874,0.011655308306217194
25 de janeiro de 2019,"Ambiente muito agradável e animado. Atendimento rapido, cerveja gelada, e muita gente animada. Voltarei.",ambiente muito agradável animar atendimento rapir cerveja gelar gente animar Voltarei,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.9581707715988159,0.01959870383143425,0.022230498492717743
25 de janeiro de 2019,"Muito bom 😊🎉, é uma experiência incrível, eu recomendo de verdade, podem confiar, é o melhor 😁😁😁",muito bom 😊 🎉 experiência incrível recomendar verdade poder confiar bom 😁 😁 😁,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.8797890543937683,0.03500885143876076,0.085202157497406
25 de janeiro de 2019,"Guacamole jardim botanico, rio de janeiro, tudo perfeito! Fui com amigos e amei! Love love love it!!!!",guacamole botanico janeiro perfeito amigo ameir lover lover it,9,9_amigo_local_ameir_atendimento,"['amigo', 'local', 'ameir', 'atendimento', 'bebida', 'lover', 'vitor', 'saber', 'cris', 'mal']","['lixo assim resumar atendimento guacamole barra tentativa entrar ficar esperar lentidão checkin pessoa frente chameir garçom reclamar frio resumir ser não voltar mais.mal', 'hoje vir amigo vitor maria vitor iago sarah homsi vitorio juliano tanaka fefar mt divertido comer carne queijo nacho brincamo rir veraaaaaa nunca antesss ainda bebi cervejo', 'sábado dia 25/05/19 guacamole esposo ter fila porta pedir colocar nome lista espera organizador fila dizer não ter mesa pessoa somente mais falar aguardar liberar mais']",0.9815008640289307,0.011118165217339993,0.007381001953035593
25 de janeiro de 2019,"Frequento muitos restaurantes por todo o Brasil, mas sem dúvida esse foi um dos melhores que já fui, o que mais chamou minha atenção foi o atendimento,impecável!!! garçons atenciosos explicando o funcionamento do cardápio digital e sempre demonstrando preocupação em proporcionar uma noite perfeita, e...Mais",frequento restaurante dúvida bom já mais chamar atenção atendimento impecável garçom atencioso explicar funcionamento cardápio digital sempre demonstrar preocupação proporcionar noite perfeito mais,8,8_tablet_pedido_sistema_mesa,"['tablet', 'pedido', 'sistema', 'mesa', 'fazer', 'facilitar', 'atendimento', 'digital', 'muito', 'através']","['atendimento ótimo atração super divertido comida gostoso facilidade fazer pedido tablet mesa incrível', 'atendimento excelente pedido chegar rapidamente através sistema pedido tablet sempre mesa', 'ameir restaurante principalmente relação atendimento realizar pedido através tablet disposto mesa opção cardápio minuto pedido server não precisar chamar garçom bastar escolher pedido tablet registrar mais']",0.5127809643745422,0.07284877449274063,0.4143702983856201
24 de janeiro de 2019,"Esse é um ambiente para todos 
Bons drinks 
Dj 
Garçons animados 
Um ambiente confortável 
É muito animado",ambiente bom drink garçom animar ambiente confortável muito animar,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.9614277482032776,0.02632041834294796,0.012251798994839191
24 de janeiro de 2019,"Muito bom, sou do ceara e gostei muito de conhecer o guacamole barra,voltei mais vez quando vinher ao rio.",muito bom ceara gostar muito conhecer guacamole barra voltar mais quando vinher rio,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.2959916889667511,0.06889437139034271,0.6351139545440674
24 de janeiro de 2019,"Ambiente extremamente agradável, animado! Comida boa, muita variedade, principalmente para quem gosta de uma boa pimenta!",ambiente extremamente agradável animar comida boa variedade principalmente gostar bom pimenta,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.949701726436615,0.012487896718084812,0.037810441106557846
24 de janeiro de 2019,Restaurante muito top! Com pratos excelentes ambiente temático é ótimo atendimento! Recomendo conhecer!,restaurante muito top prato excelente ambiente temático bom atendimento recomendar conhecer,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.9864431619644165,0.007179770618677139,0.006377135403454304
23 de janeiro de 2019,"Atendimento excepcional, pena que, por algum motivo, os garçons não estavam sendo solicitados pelo tablet, então tínhamos que chamá-los verbalmente. Fora isso, a comida, o ambiente, tudo estava maravilhoso e de acordo com as nossas expectativas! Voltaremos em breve!",atendimento excepcional pena motivo garçon não solicitar então chamá-los verbalmente fora comida ambiente maravilhoso acordo expectativa voltaremos breve,7,7_não_mais_chegar_fila,"['não', 'mais', 'chegar', 'fila', 'restaurante', 'hora', 'ter', 'demorar', 'esperar', 'pedir']","['comida saboroso ambiente muito divertido restaurante ter atendimento ruim garçon gente bem tentar atender não dar conta bebida demor muito chegar comida apesar saboroso chegar frio provavelmente ficar mais', 'não aconselho muito mal servir hora garçom não chegar esquecer pedir prato muito mal preparar vir comida frio pessoa mesa esperar prato cardápio fajita mix mais', 'mau atendimento ver extremamente confuso ficar mais hora fila comemorar aniversario conseguir mesa péssimo atender tivemo chamar garçom bar comida chegar fria prato sequer chegar terceiro mais']",0.8894855976104736,0.04360561445355415,0.06690884381532669
22 de janeiro de 2019,"Adoramos a música mexicana. Os músicos são alegres e divertidos. Passam de mesa em mesa cantando e encantado as pessoas. Esse é um restaurante que serve comida mexicana. Comemos pasteis e tortilhas tudo gostoso, mas tivemos cuidado com os molhos que acompanham os petiscos pois...Mais",adorar música mexicano músico alegr divertido passar mesa mesa cantar encantar pessoa restaurante servir comida mexicano Comemos pastel tortilha gostoso ter cuidado molho acompanhar petisco pois mais,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.8865776658058167,0.06542994827032089,0.04799246788024902
19 de janeiro de 2019,"Ótimo serviço, boa comida, demorou um pouco para entrarmos em razão da fila, porém a comida estava ótima.",bom serviço bom comida demorar pouco entrarr razão fila comida ótimo,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.7161967158317566,0.09900885820388794,0.18479445576667786
19 de janeiro de 2019,"Excelente! Ambiente muito agradável, comida mexicana deliciosa! Fomos atendidos pelo o Jorge, ótimo atendimento!!!!!
Super recomendo. Vale muito a pena conhecer!!!!!!",excelente ambiente muito agradável comida mexicano delicioso atender Jorge bom atendimento super recomer valer muito pena conhecer,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9892933368682861,0.006273792590945959,0.0044328742660582066
18 de janeiro de 2019,"Comida gostosa, seguida de garçons que cantam muito,muita variedade de  bebidas e espaço calmo e bonito.",comer gostoso seguer garçom cantar muito variedade bebida espaço calmo bonito,-1,-1_muito_bem_bom_mais,"['muito', 'bem', 'bom', 'mais', 'lugar', 'animação', 'atendimento', 'comida', 'não', 'ambiente']","['ambiente bem animar comida muito bom além ter show mariachi passar cantar mesa restaurante tornar atmosfera lugar bem divertido ser jantar tentar não chegar muito tarde conseguir mais', 'comer excelente atendimento muito bom lugar super animar muito gostoso voltar sempre barra 🥰', 'ambiente muito bem decorado atendimento excelente cardápio ter opção pimenta muito gostoso divertido show mariachi tequileiro preço justo']",0.9775742888450623,0.01648285984992981,0.005942885763943195
17 de janeiro de 2019,"Excelente! Ambiente muito agradável, comida mexicana deliciosa! Além da animação do local que conta com músicos contagiando o ambiente o tempo inteiro! Vale a pena conhecer!",excelente ambiente muito agradável comida mexicano delicioso além animação local contar músico contagiar ambiente tempo inteiro valer pena conhecer,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9909953474998474,0.005656960885971785,0.0033477700781077147
17 de janeiro de 2019,Melhor lugar não há! Adoro trazer minhas visitas... muito divertido comida maravilhosa e preço justo.,bom lugar não haver adorar trazer visita muito divertido comida maravilhoso preço justo,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.6619043946266174,0.13424190878868103,0.2038537561893463
17 de janeiro de 2019,"Adorei o restaurante! Música boa, comida maravilhosa, decoração excelente e atendimento rápido e eficiente. Amei muito!",adorar restaurante música bom comida maravilhoso decoração excelente atendimento rápido eficiente ameir muito,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.9924856424331665,0.005400339141488075,0.0021140379831194878
17 de janeiro de 2019,"Excelente opção confraternizar com amigos e família, ótimas opções de culinária típica e grande variedade de drinks, o garçom Chapolin está de parabéns pelo seu atendimento.",excelente opção confraternizar amigo família ótimas opção culinária típico grande variedade drink garçom chapolin parabéns atendimento,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9062007665634155,0.03120891936123371,0.06259027868509293
16 de janeiro de 2019,"Muito bom!
Simplesmente maravilhoso, comida muito boa e atendimento impecável.
Voltaremos com certeza!!!",muito bom simplesmente maravilhoso comer muito bom atendimento impecável voltaremos certeza,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9884147644042969,0.0065851351246237755,0.004999992903321981
16 de janeiro de 2019,"Adorei a vibe do lugar!! Sem contar com a autêntica michelada, com pimenta! Praticamente único lugar no Rio que faz assim 😉",adorar vibe lugar contar autêntico michelada pimenta praticamente único lugar rio fazer assim,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.6735196709632874,0.06269914656877518,0.26378124952316284
14 de janeiro de 2019,"espaço super harmonioso, ambiente durante todo o período animado, as comidas são maravilhosas, os atendentes e todos os funcionário super atenciosos e profissionais. Um ponto a melhorar seria quando chamamos o garçom e ele não demorar tanto.",espaço super harmonioso ambiente período animar comida maravilhoso atendente funcionário super atencioso profissional ponto melhorar ser chamar garçom não demorar tanto,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9212674498558044,0.02635825425386429,0.052374351769685745
